StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
087446,232000,4,143860,0.64,0.64,0.61,0.63,0.02,2023-02-01
087447,90000,2,32100,0.36,0.36,0.35,0.35,0.0,2023-02-01
087448,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087449,2000,2,9620,4.81,4.81,4.81,4.81,0.0,2023-02-01
08744P,80000,4,32800,0.41,0.43,0.4,0.42,0.0,2023-02-01
087450,93000,9,160550,1.69,1.79,1.66,1.79,0.0,2023-02-01
087451,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087452,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087453,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087454,195000,15,662340,3.35,3.54,3.29,3.29,-0.06,2023-02-01
087455,173000,9,103610,0.61,0.63,0.58,0.58,0.03,2023-02-01
087456,2000,1,10200,5.1,5.1,5.1,5.1,0.0,2023-02-01
087457,67000,7,197350,2.92,3.11,2.76,3.11,0.29,2023-02-01
087458,49000,9,161370,3.27,3.35,3.27,3.35,0.18,2023-02-01
087459,297000,22,931250,2.97,3.25,2.97,3.12,0.18,2023-02-01
08745P,52000,5,23530,0.46,0.47,0.42,0.47,-0.26,2023-02-01
087460,64000,1,54400,0.85,0.85,0.85,0.85,0.07,2023-02-01
087461,300000,1,141000,0.47,0.47,0.47,0.47,0.0,2023-02-01
087462,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087463,202000,9,136600,0.67,0.7,0.66,0.69,0.03,2023-02-01
087464,1000,1,2250,2.25,2.25,2.25,2.25,-0.14,2023-02-01
087465,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087466,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087467,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087468,69000,4,73950,1.09,1.09,1.05,1.05,0.03,2023-02-01
087469,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08746P,56000,1,13440,0.24,0.24,0.24,0.24,0.0,2023-02-01
087470,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087471,25000,2,44200,1.8,1.8,1.76,1.76,0.0,2023-02-01
087472,28000,2,135000,4.69,5.15,4.69,5.15,0.0,2023-02-01
087473,1000,1,2190,2.19,2.19,2.19,2.19,0.29,2023-02-01
087474,137000,9,358800,2.4,2.71,2.4,2.71,0.27,2023-02-01
087475,35000,26,108030,2.94,3.23,2.94,3.19,0.45,2023-02-01
087476,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087477,843000,14,869310,0.99,1.08,0.99,1.08,0.11,2023-02-01
087478,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087479,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08747P,10000,1,9200,0.92,0.92,0.92,0.92,-0.07,2023-02-01
087480,90000,2,38120,0.42,0.44,0.42,0.44,-0.07,2023-02-01
087481,260000,4,128600,0.5,0.5,0.47,0.47,-0.06,2023-02-01
087482,4000,2,18130,4.36,4.59,4.36,4.59,0.0,2023-02-01
087483,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087484,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087485,2000,1,4000,2.0,2.0,2.0,2.0,0.07,2023-02-01
087486,10000,1,12200,1.22,1.22,1.22,1.22,0.06,2023-02-01
087487,499000,8,320590,0.66,0.66,0.63,0.65,0.01,2023-02-01
087488,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087489,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08748P,29000,5,7210,0.26,0.26,0.24,0.24,-0.04,2023-02-01
087490,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087491,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087492,3000,1,8970,2.99,2.99,2.99,2.99,-0.1,2023-02-01
087493,6000,1,25200,4.2,4.2,4.2,4.2,-0.02,2023-02-01
087494,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087495,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087496,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087497,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087498,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087499,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08749P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087500,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087501,389000,12,292010,0.78,0.78,0.72,0.72,-0.06,2023-02-01
087502,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087503,17000,9,36150,2.0,2.3,2.0,2.3,0.0,2023-02-01
087504,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087505,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087506,31000,4,137670,4.47,4.47,4.41,4.41,0.05,2023-02-01
087507,5000,1,8850,1.77,1.77,1.77,1.77,0.11,2023-02-01
087508,5000,1,15600,3.12,3.12,3.12,3.12,0.21,2023-02-01
087509,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08750P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087510,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087511,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087512,1000,1,11000,11.0,11.0,11.0,11.0,0.0,2023-02-01
087513,1000,1,4310,4.31,4.31,4.31,4.31,0.24,2023-02-01
087514,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087515,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087516,7000,7,3250,0.47,0.49,0.44,0.46,0.0,2023-02-01
087517,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087518,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087519,3000,2,18500,6.15,6.2,6.15,6.2,0.35,2023-02-01
08751P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087520,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087521,730000,11,1825020,2.61,2.63,2.35,2.52,0.0,2023-02-01
087522,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087523,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087524,6000,3,28740,4.7,4.88,4.7,4.82,-0.18,2023-02-01
087525,1536000,12,1686600,1.13,1.13,1.08,1.1,0.0,2023-02-01
087526,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087527,126000,7,203840,1.61,1.68,1.58,1.68,0.14,2023-02-01
087528,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087529,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08752P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087530,28000,2,48720,1.74,1.74,1.74,1.74,0.3,2023-02-01
087531,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087532,79000,6,197350,2.35,3.15,2.31,3.09,0.88,2023-02-01
087533,208000,9,263600,1.3,1.3,1.23,1.29,0.18,2023-02-01
087534,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087535,60000,2,145600,2.38,2.66,2.38,2.66,0.79,2023-02-01
087536,67000,14,204830,2.91,3.15,2.91,3.14,0.29,2023-02-01
087537,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087538,10000,1,48300,4.83,4.83,4.83,4.83,0.23,2023-02-01
087539,2000,1,8700,4.35,4.35,4.35,4.35,0.08,2023-02-01
08753P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087540,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087541,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087542,91000,3,133100,1.52,1.52,1.35,1.4,-0.15,2023-02-01
087543,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087544,10000,1,6500,0.65,0.65,0.65,0.65,0.0,2023-02-01
087545,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087546,323000,2,174660,0.55,0.55,0.54,0.54,-0.08,2023-02-01
087547,171000,4,194470,1.07,1.18,1.07,1.18,0.0,2023-02-01
087548,273000,9,395250,1.35,1.49,1.35,1.48,0.19,2023-02-01
087549,97000,6,159300,1.52,1.7,1.52,1.7,0.2,2023-02-01
08754P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087550,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087551,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087552,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087553,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087554,139000,18,141990,0.97,1.05,0.97,1.01,0.1,2023-02-01
087555,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087556,151000,9,180570,1.21,1.23,1.18,1.2,0.02,2023-02-01
087557,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087558,226000,13,177080,0.76,0.84,0.72,0.82,0.01,2023-02-01
087559,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08755P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087560,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087561,11000,11,16970,1.5,1.6,1.5,1.6,0.01,2023-02-01
087562,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087563,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087564,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087565,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087566,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087567,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087568,4000,2,9920,2.48,2.48,2.48,2.48,0.0,2023-02-01
087569,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08756P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087570,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087571,276000,7,133900,0.5,0.51,0.48,0.49,-0.01,2023-02-01
087572,45000,2,119250,2.52,2.91,2.52,2.91,0.48,2023-02-01
087573,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087574,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087575,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087576,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087577,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087578,11000,2,25260,2.3,2.3,2.26,2.26,0.31,2023-02-01
087579,24000,3,30380,1.22,1.27,1.22,1.27,0.12,2023-02-01
08757P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087580,12000,3,10340,0.82,0.87,0.82,0.87,0.02,2023-02-01
087581,140000,7,120060,0.85,0.9,0.85,0.9,0.1,2023-02-01
087582,2000,1,5720,2.86,2.86,2.86,2.86,0.06,2023-02-01
087583,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087584,64000,10,99360,1.56,1.56,1.54,1.56,-0.02,2023-02-01
087585,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087586,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087587,778000,21,674990,0.85,0.93,0.85,0.92,0.09,2023-02-01
087588,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087589,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08758P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087590,1000,1,3260,3.26,3.26,3.26,3.26,0.2,2023-02-01
087591,50000,1,101000,2.02,2.02,2.02,2.02,0.0,2023-02-01
087592,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087593,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087594,24000,3,53330,2.22,2.24,2.22,2.24,0.19,2023-02-01
087595,65000,4,71250,1.14,1.14,1.08,1.11,0.04,2023-02-01
087596,94000,7,228760,2.47,2.47,2.35,2.46,0.04,2023-02-01
087597,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087598,40000,4,30800,0.8,0.8,0.76,0.76,0.04,2023-02-01
087599,1028000,41,666270,0.63,0.69,0.61,0.67,0.07,2023-02-01
08759P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087600,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087601,30000,3,77000,2.47,2.75,2.47,2.75,0.15,2023-02-01
087602,1035000,18,605570,0.57,0.6,0.57,0.6,0.05,2023-02-01
087603,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087604,490000,23,1423370,2.93,3.12,2.68,2.7,-0.18,2023-02-01
087605,53000,6,473800,8.95,9.0,8.9,9.0,0.1,2023-02-01
087606,66000,6,23700,0.38,0.38,0.35,0.35,-0.02,2023-02-01
087607,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087608,31000,4,131880,4.28,4.28,4.19,4.19,-0.7,2023-02-01
087609,6000,1,11760,1.96,1.96,1.96,1.96,0.16,2023-02-01
08760P,445000,13,409280,0.89,0.98,0.89,0.95,-0.06,2023-02-01
087610,232000,27,804780,3.32,3.73,3.32,3.73,0.37,2023-02-01
087611,358000,14,256570,0.73,0.73,0.67,0.68,0.05,2023-02-01
087612,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087613,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087614,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087615,19000,9,27720,1.5,1.5,1.4,1.49,-0.05,2023-02-01
087616,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087617,172000,4,762760,4.4,4.67,4.4,4.67,-0.01,2023-02-01
087618,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087619,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08761P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087620,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087621,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087622,68000,22,1462300,22.3,22.3,20.8,22.3,1.6,2023-02-01
087623,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087624,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087625,35000,1,18900,0.54,0.54,0.54,0.54,0.01,2023-02-01
087626,98000,7,133850,1.26,1.55,1.26,1.55,0.34,2023-02-01
087627,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087628,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087629,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08762P,6000,2,9820,1.63,1.67,1.63,1.67,0.0,2023-02-01
087630,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087631,120000,6,253600,2.16,2.16,2.1,2.1,-0.06,2023-02-01
087632,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087633,50000,2,76700,1.57,1.57,1.51,1.51,0.0,2023-02-01
087634,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087635,55000,2,245850,4.47,4.47,4.47,4.47,-0.03,2023-02-01
087636,14000,2,20060,1.44,1.44,1.42,1.42,0.06,2023-02-01
087637,4000,1,1800,0.45,0.45,0.45,0.45,-0.07,2023-02-01
087638,2000,1,9760,4.88,4.88,4.88,4.88,0.2,2023-02-01
087639,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08763P,16000,3,9490,0.6,0.6,0.59,0.59,-0.04,2023-02-01
087640,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087641,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087642,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087643,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087644,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087645,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087646,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087647,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087648,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087649,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08764P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087650,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087651,343000,4,155220,0.46,0.46,0.45,0.45,0.0,2023-02-01
087652,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087653,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087654,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087655,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087656,106000,5,147420,1.44,1.44,1.35,1.38,0.0,2023-02-01
087657,10000,3,13180,1.3,1.32,1.3,1.32,0.1,2023-02-01
087658,20000,2,75000,3.75,3.75,3.75,3.75,0.0,2023-02-01
087659,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08765P,208000,10,76420,0.37,0.39,0.35,0.35,-0.06,2023-02-01
087660,2000,1,6700,3.35,3.35,3.35,3.35,0.0,2023-02-01
087661,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087662,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087663,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087664,12000,2,40040,3.34,3.34,3.32,3.32,-0.13,2023-02-01
087665,122000,8,166430,1.35,1.4,1.35,1.35,-0.01,2023-02-01
087666,416000,22,275710,0.64,0.68,0.64,0.66,0.04,2023-02-01
087667,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087668,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087669,23000,3,16980,0.74,0.74,0.72,0.74,-0.05,2023-02-01
08766P,60000,7,30000,0.5,0.5,0.5,0.5,-0.01,2023-02-01
087670,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087671,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087672,144000,7,144900,0.97,1.06,0.88,0.91,-0.01,2023-02-01
087673,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087674,85000,4,155500,1.82,1.84,1.81,1.81,0.01,2023-02-01
087675,501000,15,739940,1.39,1.59,1.39,1.58,0.13,2023-02-01
087676,202000,11,325060,1.55,1.69,1.54,1.64,0.13,2023-02-01
087677,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087678,604000,7,326960,0.54,0.55,0.54,0.55,0.0,2023-02-01
087679,96000,5,900700,9.95,9.95,9.3,9.4,-0.1,2023-02-01
08767P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087680,11000,5,115200,10.7,10.7,10.2,10.2,0.1,2023-02-01
087681,857000,13,1501320,1.77,1.77,1.72,1.72,-0.01,2023-02-01
087682,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087683,225000,8,153980,0.68,0.71,0.68,0.68,0.05,2023-02-01
087684,6000,1,13260,2.21,2.21,2.21,2.21,0.0,2023-02-01
087685,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087686,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087687,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087688,219000,17,224440,0.98,1.07,0.96,1.07,0.11,2023-02-01
087689,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08768P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087690,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087691,189000,6,125590,0.67,0.68,0.64,0.67,0.06,2023-02-01
087692,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087693,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087694,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087695,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087696,10000,1,113000,11.3,11.3,11.3,11.3,-0.2,2023-02-01
087697,4000,2,24100,6.0,6.05,6.0,6.05,0.0,2023-02-01
087698,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087699,152000,3,89980,0.59,0.6,0.59,0.6,0.03,2023-02-01
08769P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087700,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087701,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087702,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087703,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087704,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087705,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087706,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087707,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087708,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087709,1000,1,1050,1.05,1.05,1.05,1.05,-0.1,2023-02-01
08770P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087710,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087711,119000,7,211590,1.78,1.87,1.73,1.84,0.05,2023-02-01
087712,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087713,12000,6,161100,13.7,13.7,12.5,12.5,-0.9,2023-02-01
087714,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087715,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087716,9000,3,11400,1.28,1.28,1.25,1.25,0.01,2023-02-01
087717,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087718,77000,2,59500,0.77,0.78,0.77,0.78,0.12,2023-02-01
087719,9000,3,44040,4.88,4.92,4.88,4.92,0.35,2023-02-01
08771P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087720,20000,1,108000,5.4,5.4,5.4,5.4,0.0,2023-02-01
087721,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087722,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087723,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087724,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087725,100000,5,214480,2.14,2.16,2.14,2.16,0.34,2023-02-01
087726,341000,4,310370,0.89,0.97,0.88,0.92,0.01,2023-02-01
087727,13000,1,37570,2.89,2.89,2.89,2.89,-0.11,2023-02-01
087728,67000,7,211430,2.87,3.26,2.82,3.23,0.34,2023-02-01
087729,4000,1,8080,2.02,2.02,2.02,2.02,0.0,2023-02-01
08772P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087730,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087731,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087732,4000,1,7560,1.89,1.89,1.89,1.89,0.08,2023-02-01
087733,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087734,141000,3,252710,1.87,1.87,1.79,1.79,-0.12,2023-02-01
087735,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087736,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087737,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087738,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087739,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
08773P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087740,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087741,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087742,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087743,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087744,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087745,250000,3,128500,0.51,0.53,0.51,0.53,-0.08,2023-02-01
087746,5000,1,5250,1.05,1.05,1.05,1.05,-0.03,2023-02-01
087747,102000,4,235740,2.32,2.32,2.27,2.27,-0.04,2023-02-01
087748,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087749,1013000,6,1514360,1.51,1.51,1.48,1.48,-0.01,2023-02-01
08774P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087750,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087751,5000,2,24630,4.92,4.93,4.92,4.93,0.24,2023-02-01
087752,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087753,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087754,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087755,407000,6,204770,0.53,0.53,0.49,0.49,-0.08,2023-02-01
087756,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087757,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087758,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087759,31000,1,44640,1.44,1.44,1.44,1.44,0.0,2023-02-01
08775P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087760,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087761,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087762,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087763,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087764,55000,3,64640,1.18,1.18,1.08,1.08,-0.01,2023-02-01
087765,169000,6,155260,0.92,0.93,0.89,0.89,0.05,2023-02-01
087766,162000,6,367020,2.28,2.31,2.25,2.25,-0.04,2023-02-01
087767,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087768,917000,13,628220,0.7,0.71,0.67,0.67,-0.02,2023-02-01
087769,924000,27,1442200,1.49,1.59,1.49,1.59,0.16,2023-02-01
08776P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087770,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087771,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087772,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087773,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087774,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087775,299000,12,347890,1.15,1.17,1.15,1.15,-0.01,2023-02-01
087776,50000,1,25500,0.51,0.51,0.51,0.51,0.0,2023-02-01
087777,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087778,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087779,361000,7,252190,0.67,0.75,0.65,0.75,-0.05,2023-02-01
08777P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087780,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
087781,10000,1,14900,1.49,1.49,1.49,1.49,0.32,2023-02-01
087782,247000,9,224590,0.85,0.98,0.85,0.98,0.29,2023-02-01
087783,16000,3,24970,1.72,1.72,1.55,1.55,-0.01,2023-02-01
087784,101000,11,215060,2.03,2.2,2.03,2.2,0.43,2023-02-01
087785,92000,4,57370,0.63,0.64,0.62,0.62,0.02,2023-02-01
087786,399000,20,1326710,3.23,3.56,3.23,3.46,0.6,2023-02-01
